image_name,grade
20170429220215205,0
20170505143012060,2
20170612085727554,2
007-2446-100,2
007-5954-300,2
007-3158-100,1
007-5152-300,2
007-7010-400,4
007-5039-300,2
007-4897-300,3
20170429204133794,0
007-5481-300,3
007-1911-100,1
007-0887-000,0
20170430180013771,0
20170621194627771,2
007-1254-000,0
20170408223500289,0
007-0751-000,0
20170627170652393,3
20170429211825418,0
20170323085443873,0
007-2304-100,2
007-1574-000,0
007-6160-300,3
20170407221413759,0
007-3416-200,2
20170611090418050,2
007-3931-200,3
007-1940-100,2
20170324080703043,0
007-5929-300,2
20170430193354021,0
20170324103347095,0
007-1107-000,0
007-2946-100,2
007-3664-200,2
007-5794-300,2
20170409204413622,0
20170428104714009,0
20170519093847278,3
20170511181632501,2
20170430195838881,0
007-2371-100,1
007-5604-300,3
20170408220426215,0
20170429225450389,0
007-2046-100,2
20170418102650385,0
20170407112311119,0
007-4432-200,2
20170329102416314,0
20170424155646247,0
20170621165342675,2
007-0539-000,0
007-5997-300,2
007-6636-400,4
20170427112247861,0
20170429213129722,0
007-3627-200,2
20170224133411553,0
20170427084620045,0
20170427183630492,0
20170224114432990,0
007-0846-000,0
20170621091420028,2
20170414085648263,0
20170327103033609,0
007-2688-100,2
20170427184532387,0
20170411154233229,0
20170518104749112,2
007-0694-000,0
20170207174354556,0
20170616085018659,2
007-5878-300,2
20170607101208782,2
007-3254-100,1
20170216161251995,0
20170120223435679,0
007-1800-100,1
007-6008-300,2
007-2206-100,0
20170224110130817,0
007-2007-100,2
007-5348-300,2
007-3381-200,2
007-1996-100,2
007-7918-601,0
007-5401-300,2
20170208102039256,0
20170217110405216,0
007-1455-000,0
20170221145500161,0
007-6506-400,4
20170525090044498,2
007-1368-000,0
20170125160603162,0
20170324095302762,0
007-1399-000,2
20170323141155955,0
20170213091511155,0
20170327084500823,0
20170427093015731,0
20170618201103423,2
007-2921-100,2
007-6079-300,2
20170415102951687,0
007-6935-400,4
007-0583-000,0
20170608171332841,2
007-4487-200,2
007-6634-400,4
007-2676-100,2
20170518171420306,2
007-3571-200,2
007-0462-000,0
007-1337-000,0
20170331110249296,0
007-5657-300,2
007-2844-100,1
007-0406-000,0
20170208174752473,0
007-0740-000,0
20170224220303302,0
007-3492-200,2
007-1142-000,0
007-4043-200,2
007-1475-000,0
20170512114146575,2
007-3992-200,2
20170327103408202,0
007-4686-200,2
20170330085148201,0
007-2818-100,2
20170327105554324,0
007-3298-200,2
007-6902-400,4
20170225195614603,0
007-2482-100,1
007-6484-400,4
20170407104254352,0
007-3178-100,2
20170418095138435,0
20170130103043030,0
007-3477-200,2
20170429222648443,0
007-7546-601,2
007-2414-100,1
007-0316-000,0
007-6084-300,2
007-1331-000,0
20170417105537560,0
007-0352-000,0
007-2474-100,1
20170522091729801,2
007-5324-300,2
007-7210-400,4
007-4001-200,2
20170221162548131,0
20170407090312790,0
20170327164504431,0
007-0551-000,0
007-6851-400,4
007-6939-400,4
007-5182-300,2
20170322172556852,0
007-3499-200,2
007-4628-200,2
20170504192518164,2
007-4262-200,2
007-3034-100,1
007-3670-200,2
007-6963-400,4
20170224220206063,0
20170409201225894,0
007-3951-200,2
007-2984-100,2
20170327091023750,0
007-5251-300,2
20170227234710854,0
007-4526-200,2
20170427110231732,0
007-6777-400,4
007-0481-000,0
007-2910-100,2
007-6281-300,2
007-2567-100,1
20170326090501956,0
007-1461-000,0
007-7966-601,0
007-5450-300,2
20170407234957611,0
007-3807-200,2
007-3437-200,2
007-4170-200,2
20170328092752103,0
007-3420-200,2
007-2288-100,1
20170428085040906,0
007-4380-200,2
007-3805-200,2
20170427182217646,0
007-4769-200,2
007-5686-300,2
007-0683-000,0
20170323095139979,0
20170401090509347,0
007-4549-200,2
20170226214712650,0
007-2936-100,1
007-5846-300,2
007-0396-000,0
007-6943-400,4
20170426085051640,0
20170324103452611,0
007-1246-000,0
007-3709-200,2
20170612085716651,2
007-1503-000,0
20170426085050197,0
20170120223239992,0
20170428151436386,0
20170414160712626,0
20170418090922890,0
20170627105150563,2
007-0781-000,0
20170206143148611,0
20170324093109343,0
007-3322-200,4
20170406083853913,0
20170628084907615,2
007-3561-200,2
20170207083157459,0
20170412193325622,0
007-7008-400,4
007-2229-100,2
007-6140-300,2
20170405103411936,0
20161118155836727,0
007-5352-300,2
20170418112807013,0
007-6428-400,4
20170407110520058,0
20170609165224650,0
007-6416-400,4
007-4187-200,2
007-6589-400,4
007-5683-300,3
20170324093728577,0
20170429201712189,0
20170430200202781,0
20170613092147899,2
007-6635-400,4
007-8066-601,2
20170429220928943,0
007-2759-100,2
20170227233608448,0
007-1872-100,1
007-0618-000,0
007-2471-100,2
007-4218-200,2
20170408225037759,0
007-3769-200,2
20170516095250066,2
20170330083459373,0
20170328094732211,0
007-5980-300,2
20170529115523319,2
20170327140346704,0
20170427182104559,0
007-4684-200,2
007-6948-400,4
007-3446-200,2
20170509155418870,2
20170427185824716,0
20170419111558289,0
007-5130-300,2
007-2934-100,2
007-2266-100,2
20170223102219685,0
007-3199-100,2
20170427181940819,0
20170329094643301,0
007-0816-000,0
20170215101222348,0
20170424165808876,0
20170324082251139,0
20170410095006512,0
007-5947-300,2
20170216144507913,0
20170429200312000,0
20170428155758885,0
20170627160255711,2
20170524140638977,2
20170209090205265,0
007-4825-300,3
20170419101929972,0
007-3145-100,2
007-3924-200,2
20170406105743508,0
20170309170849648,0
20170427181707101,0
007-2978-100,2
20170427190354915,0
007-5027-300,2
007-0469-000,0
007-0075-000,0
20170417113720568,0
20170430175820317,0
007-6353-400,4
007-1053-000,0
007-1474-000,0
007-2849-100,2
007-1823-100,2
20170427091003738,0
20170415095711786,0
007-1492-000,0
20170429201922729,0
20170120220825392,0
007-1269-000,0
20170427182528282,0
20170424092158103,0
20170429222139268,0
20170614104010691,2
20170429223736176,0
007-3249-100,2
007-0175-000,0
20170427190630527,0
007-0212-000,0
20170206144636816,0
20170429230835610,0
007-7036-400,4
007-0764-000,0
007-4229-200,2
007-1397-000,0
007-3815-200,2
20170429223139158,0
20170524102406908,2
007-2900-100,2
007-0123-000,0
007-5885-300,3
007-2158-100,2
007-7206-400,4
007-5336-300,2
007-4841-300,2
20170210161908570,0
20170414145958537,0
20170419194510144,0
20170222103749602,0
007-3401-200,2
007-4606-200,2
007-6069-300,2
20170408232714912,0
20170428092328840,0
007-4349-200,2
007-0109-000,0
007-3773-200,2
007-6651-400,4
007-3313-200,2
20170608194346914,2
007-7185-400,4
007-0611-000,0
20170429223858612,0
20170429194722802,0
007-0432-000,0
007-1838-100,2
20170420170215777,0
007-7016-400,4
007-0718-000,0
007-6288-400,4
20170504235109239,2
20170205084153989,0
20170324091958147,0
20170612134821900,2
20170227165329946,0
007-2120-100,0
007-3662-200,2
007-6313-400,4
20170429214532498,0
20170411091427661,0
007-1288-000,0
20170428141212317,0
007-6924-400,4
20170427093625070,0
007-2347-100,1
20170429201134611,0
20170208081341593,0
007-6114-300,2
007-4069-200,2
007-0155-000,0
007-1506-000,0
007-4061-200,2
20170427184002642,0
20170608164802570,2
20170414165409939,0
007-7665-601,0
007-2681-100,1
20170429220026798,0
20170214101434814,0
007-5642-300,2
007-3976-200,2
007-1082-000,0
007-7856-601,2
20170206144251502,0
20170427190444812,0
20170630161546569,2
20170427112247921,0
007-3015-100,2
007-6925-400,4
007-2444-100,2
007-0199-000,0
20170429212840065,0
007-3259-100,1
007-2636-100,1
007-1414-000,0
20170227225758135,0
20170627170606195,2
007-5868-300,2
007-2700-100,1
20170227160449379,0
007-4003-200,2
20170120215509747,0
20170203102633319,0
20170429100819796,0
007-4858-300,2
007-4907-300,2
007-2166-100,2
007-3129-100,2
007-4779-200,2
007-5781-300,2
20170327082612907,0
007-3991-200,2
20170427190031631,0
007-6981-400,4
007-0820-000,1
20170227160405339,0
007-3831-200,2
007-4573-200,2
20170206083738307,0
20170430193517869,0
007-3283-200,2
20170216153556109,0
007-8168-601,0
20170413093237889,0
007-4159-200,2
007-4399-200,2
20170215092158761,0
20170420183706090,0
20170429221034215,0
007-4869-300,2
20170120223901509,0
007-0306-000,0
20170429203732754,0
007-2307-100,2
007-4818-300,2
007-4540-200,2
007-6519-400,4
007-1595-000,0
20170124131513083,0
20170212142057186,0
007-2058-100,2
20170502095651084,2
007-1218-000,0
20170413142900064,0
20170427112456757,0
20170427184431937,0
20170120221152091,0
20170410092802341,0
20170429210836701,0
007-4074-200,2
007-0721-000,0
20170120222811298,0
20170221161725190,0
20170407235647136,0
007-5163-300,2
20170408100832823,0
007-1007-000,0
007-2796-100,2
007-4785-300,2
007-4240-200,2
007-6523-400,4
007-3490-200,2
007-2891-100,1
007-7539-601,0
20170429232237638,0
007-0102-000,0
007-5444-300,3
007-2171-100,1
20170210121255956,0
007-2185-100,1
007-5440-300,2
007-7479-601,2
20170122153203237,0
007-4208-200,2
007-5331-300,2
007-4012-200,2
20170408212833502,0
20170323083429175,0
007-5547-300,2
007-2423-100,0
20170515172948684,2
007-1631-000,0
20170409200143081,0
007-4244-200,2
007-8079-601,2
007-3819-200,2
007-4303-200,2
20170412105557985,0
007-1231-000,0
20170616131320547,2
20170427085624123,0
007-4569-200,2
007-7161-400,4
007-2770-100,1
007-3910-200,2
20170208110426898,0
007-3785-200,2
20170328075745352,0
007-1944-100,0
007-3134-100,2
20170602084403248,2
20170429202931452,0
007-8463-604,0
20170429221344610,0
007-5225-300,2
007-3548-200,3
007-0529-000,0
20170613191713985,2
007-1284-000,0
007-6223-300,2
007-5248-300,2
007-3646-200,2
007-3495-200,2
007-5635-300,2
007-1294-000,0
007-6029-300,2
20170427185451261,0
007-5546-300,2
007-3524-200,2
007-1046-000,0
007-3002-100,2
20170427180330939,0
20170224160348217,0
007-1678-000,0
007-3325-200,2
007-5430-300,3
007-7764-601,2
007-4597-200,2
20170412113023076,0
007-7195-400,4
20170528174134309,2
007-6419-400,4
20170120142221885,0
007-4073-200,2
20170324085722015,0
007-5326-300,2
20170430145035418,0
20170417083154677,0
007-4365-200,2
007-2686-100,2
20170427191818134,0
007-0151-000,0
007-2906-100,1
007-3797-200,2
007-2262-100,1
007-0159-000,0
007-6322-400,4
007-2100-100,1
20170331093914206,0
007-1039-000,0
007-5012-300,2
007-3987-200,2
20170223114244398,0
007-6585-400,4
20170427190546865,0
007-2764-100,1
20170409200847372,0
007-0579-000,0
20170327091508081,0
007-3192-100,0
007-2197-100,0
20170226225400342,0
007-8421-603,0
007-0479-000,0
007-2467-100,2
20170408225336425,0
20170429213932252,0
20170224114612669,0
007-4301-200,2
007-3894-200,2
007-5944-300,2
20170323095042818,0
007-3724-200,2
20170324093304975,0
007-4737-200,2
007-6906-400,4
20170228222933504,0
20170331133833665,0
007-5396-300,2
007-1195-000,0
007-2216-100,1
20170323085657869,0
007-0757-000,0
20170207090726015,0
20170327140819667,0
20170408213629596,0
007-7119-400,4
20170523093258225,2
20170429222538933,0
007-0214-000,0
20170428163724513,0
007-5200-300,3
007-4625-200,2
20170327111335498,0
007-5134-300,2
007-1947-100,1
007-2303-100,1
007-1647-000,0
007-1171-000,0
20170425120323155,0
20170509092533246,2
007-0034-000,0
007-6675-400,4
007-5466-300,2
007-0861-000,0
007-3841-200,2
007-7191-400,4
007-4350-200,2
007-6150-300,2
20170512131430223,2
007-0666-000,0
20170522090404675,2
007-6516-400,4
007-0819-000,0
007-1943-100,1
20170430201106080,0
20170227233652168,0
007-0110-000,1
20170418090650754,0
007-4083-200,2
007-6592-400,4
007-1594-000,0
007-2443-100,1
007-0903-000,0
20170414165457615,0
20170524182902113,2
007-4743-200,2
007-2835-100,1
20170427191255984,0
007-3342-200,2
007-6552-400,4
20170226232923621,0
007-0310-000,0
007-5891-300,3
20170328150218576,0
007-3427-200,2
007-4340-200,2
007-0942-000,0
20170213091344555,0
20170429213938431,0
007-4089-200,2
007-1839-100,2
007-7150-400,4
007-5088-300,2
007-5911-300,2
007-3711-200,2
20170503093503991,2
007-1364-000,0
007-1924-100,1
007-4418-200,2
007-5422-300,2
007-6453-400,3
20170429201421870,0
20170407232456663,0
007-0200-000,0
007-1578-000,0
20170427183732057,0
20170407152221777,0
007-0446-000,0
007-2648-100,1
20170508162307395,2
007-0381-000,0
20170427201816341,0
007-3846-200,2
007-6375-400,4
007-2312-100,2
007-2330-100,2
20170227160255785,0
20170410151418655,0
20170408231748422,0
20170216155310097,0
20170622080815230,2
007-4027-200,2
007-1330-000,0
007-3252-100,2
007-0366-000,0
007-7581-601,4
007-7477-601,2
007-6993-400,4
20170223084434009,0
007-4919-300,2
20170328092058692,0
20170429203936488,0
20170330165025462,0
20170216173426942,0
007-5685-300,3
007-7046-400,4
20170429212716947,0
007-7162-400,4
007-0580-000,0
20170407215111570,0
20170517144601364,2
007-2282-100,1
007-5825-300,2
20170225195612147,0
20170521094743135,2
007-2292-100,1
007-3887-200,2
20170120223344679,0
007-2334-100,1
007-2575-100,1
20170408225242671,0
007-0890-000,0
20170518093625661,2
20170401171223455,0
007-0582-000,0
007-4877-300,2
20170430193324325,0
007-1352-000,0
007-6465-400,4
20170411091553591,0
007-0308-000,0
007-2195-100,0
007-0904-000,0
20170425160813458,0
20170221180722326,0
20170407235248562,0
20170209165155852,0
20170429204817399,0
007-4895-300,2
20170429215912489,0
20170427085829281,0
20170430155331241,0
007-6194-300,2
007-2966-100,0
20170418110028118,0
007-4838-300,2
007-5504-300,2
20170407202440908,0
20170329082649775,0
007-2193-100,0
007-5716-300,2
20170408211942531,0
20170224160614394,0
007-2176-100,0
007-0288-000,0
20170626101659610,2
007-4006-200,2
20170223171709606,0
007-2811-100,1
007-1987-100,2
007-4335-200,2
007-3665-200,2
20170517151003748,2
007-1309-000,2
007-3569-200,2
20170609100255400,2
007-4421-200,2
20170429201030556,0
20170226083551331,0
007-1705-000,0
20170427190452758,0
20170213091838826,0
20170429220626251,0
007-4414-200,2
007-0520-000,0
20170310100240678,0
20170430201144335,0
20170429212801878,0
007-4974-300,2
20170429201406937,0
20170522104819596,2
007-5485-300,2
20170407224656787,0
007-1753-100,2
007-0916-000,0
007-2711-100,1
007-4678-200,2
20170414080328423,0
007-1912-100,1
20170221161443950,0
20170428084312800,0
007-3842-200,2
007-7339-601,0
20170408212315242,0
20170324112314257,0
20170616112827825,2
007-1936-100,1
20170327104333816,0
007-3774-200,2
007-4896-300,3
007-2145-100,2
007-3440-200,2
007-5434-300,2
007-3967-200,2
20170221080927786,0
007-0949-000,0
20170414155522079,0
20170221135126278,0
007-3916-200,2
20170220083337455,0
007-1713-000,0
20170421092004599,0
20170301105426466,0
20170409211902734,0
007-0449-000,0
007-6965-400,4
007-2876-100,0
007-2031-100,2
20170405092854949,0
20170427203319632,0
20170420101418582,0
007-1621-000,0
007-2281-100,1
007-2159-100,0
007-1085-000,0
007-3613-200,2
007-6334-400,4
20170427093238699,0
007-6307-400,4
20170421081125405,0
20170203163421024,0
20170430200207432,0
20170518092605842,2
007-5368-300,2
20170407234358262,0
007-4929-300,2
007-2039-100,2
007-3149-100,2
007-5066-300,2
20170323162238925,0
007-1139-000,0
007-7108-400,4
20170517153223360,2
20170430144622359,0
007-6330-400,4
007-4559-200,2
20170612210504839,2
007-7002-400,4
007-2182-100,1
20170214145428338,0
007-0562-000,0
20170223090156273,0
20170428094324837,0
007-2847-100,2
007-0011-000,0
20170429200413084,0
007-1190-000,0
007-3223-100,0
20170213165754449,0
007-0269-000,0
007-1453-000,0
20170215134305589,0
007-5563-300,2
007-5691-300,2
20170427183816901,0
007-1762-100,1
007-1833-100,2
007-5901-300,2
007-2997-100,2
20170427190749126,0
20170420091642882,0
20170329143208143,0
007-1775-100,0
007-6180-300,2
007-2563-100,2
007-4623-200,2
007-2287-100,2
007-5409-300,2
007-3378-200,2
20170506090015091,2
007-0497-000,0
007-2316-100,2
007-1127-000,0
007-0032-000,0
20170331090247765,0
20170407091619377,0
007-5382-300,2
007-3907-200,2
20170629210118308,2
20170429214029038,0
20170429205302250,0
007-4775-200,2
007-0220-000,0
20170430191939023,0
20170627170604481,2
007-6385-400,4
20170428111539654,0
007-4538-200,2
20170415085333873,0
20170323110608547,0
007-4415-200,2
20170217172425743,0
007-3022-100,0
007-2285-100,2
20170429200729875,0
20170324082847204,0
20170512123426558,2
20170408232624414,0
20170427142918006,0
007-0361-000,0
20170626174943225,2
007-5882-300,2
20170224170411991,0
20170427221132202,0
007-0553-000,0
007-3064-100,1
20170228183053983,0
20170429213158465,0
20170222184100871,0
007-2245-100,2
007-1124-000,0
20170329101332040,0
007-5822-300,3
20170412195928065,0
20170517171357632,2
007-3775-200,2
007-2426-100,2
007-6741-400,4
20170225202734480,0
20170421092147452,0
20170331085939812,0
20170609171911261,2
007-4723-200,2
007-0873-000,0
007-4241-200,2
20170619081749834,2
007-1416-000,0
007-1034-000,0
20170408222413387,0
007-3996-200,2
20170531142132051,2
007-3938-200,2
20170326090056897,0
20170220143131426,0
007-6444-400,4
007-4291-200,2
007-7135-400,4
007-0881-000,0
007-4932-300,2
007-6833-400,4
007-7023-400,4
20170506085734414,2
007-2715-100,1
20170429214629036,0
20170429215822630,0
20170328101014928,0
007-2249-100,2
007-1472-000,0
20170429221907741,0
20170214220333553,0
007-2353-100,2
007-0783-000,0
20170120221809290,0
007-8151-601,0
007-1343-000,0
007-0799-000,0
007-6995-400,4
007-6363-400,4
007-5313-300,2
007-4173-200,2
20170410094712940,0
007-0790-000,0
20170329082547301,0
20170620113410955,2
007-5047-300,2
007-6441-400,4
007-2270-100,2
20170227171849861,0
007-2873-100,0
20170429221451374,0
20170425102143314,0
007-3425-200,2
20170120223623473,0
007-5469-300,2
007-1963-100,1
20170607175753557,2
007-2290-100,2
007-0872-000,0
007-0832-000,0
007-8349-602,0
007-2084-100,2
007-5050-300,2
20170627160330003,2
20170609175028376,2
007-1154-000,0
20170224144336769,0
007-6429-400,4
007-3260-100,1
007-3154-100,2
20170331100227894,0
20170413112758698,0
007-4334-200,2
20170405101009119,0
007-2652-100,2
20170329100341322,0
20170630162228394,2
007-0007-000,0
007-3695-200,2
20170425120021981,0
20170430160453470,0
007-7710-601,0
007-1654-000,0
20170430201303979,0
007-3005-100,2
20170125160605516,0
20170207174718209,0
20170629144625562,2
007-2962-100,1
007-5641-300,2
007-7114-400,4
007-1998-100,2
20170209151144184,0
20170429221739344,0
20170207175547016,0
007-0292-000,0
007-1045-000,0
007-2736-100,2
20170426092544619,0
007-3139-100,2
007-5168-300,2
007-6591-400,4
007-7352-601,2
20170428083858242,0
20170503093557128,2
007-1890-100,1
007-4648-200,2
20170428162049598,0
007-1942-100,1
007-3689-200,2
007-4509-200,2
20170214220640168,0
007-1616-000,0
20170330085440333,0
007-3297-200,2
007-0369-000,0
20170120220324635,0
007-6498-400,4
007-6491-400,4
20170413091535584,0
007-4516-200,2
20170221150643231,0
20170412112455588,0
007-2826-100,2
007-6841-400,4
007-0346-000,0
007-2788-100,1
20170124162501604,0
20170203081846675,0
007-5236-300,2
007-3228-100,2
20170215135010544,0
007-2148-100,0
007-6156-300,2
20170414125150432,0
20170429215004487,0
20170405131909802,0
007-4692-200,2
20170425090715281,0
007-4972-300,2
007-5380-300,2
20170616085515857,2
007-5359-300,2
007-6792-400,4
20170427184222629,0
20170329081513269,0
20170424100139799,0
20170429230701863,0
20170419100215883,0
007-4071-200,2
20170411141418009,0
20170428085841707,0
007-0575-000,0
20170429225712760,0
007-5848-300,2
20170408213047699,0
007-1283-000,0
20170429212713198,0
20170429201540436,0
20170323090417309,0
007-6797-400,4
20170327101756551,0
007-2650-100,1
20170427181456899,0
007-6856-400,4
007-3077-100,2
007-4284-200,2
20170326092329336,0
20170429193113659,0
007-4132-200,2
20170429205149942,0
007-1156-000,0
007-6699-400,4
007-7673-601,0
20170324082030082,0
20170421101201869,0
20170227170414359,0
007-5688-300,2
20170414160504857,0
007-4469-200,2
20170407105559618,0
007-4566-200,2
20170220085833145,0
007-3590-200,2
007-0919-000,0
007-3678-200,2
007-6793-400,4
20170430200519513,0
007-0995-000,0
007-6358-400,4
007-6606-400,4
007-5943-300,2
007-2396-100,1
007-0855-000,0
007-6599-400,4
007-5612-300,2
20170429213420850,0
007-5372-300,2
007-0228-000,2
007-5087-300,2
007-6994-400,4
007-1867-100,2
007-6723-400,4
007-2614-100,2
007-5003-300,2
20170612090043234,2
20170426091057515,0
20170430193633977,0
007-6457-400,4
20170430194228694,0
007-5777-300,2
007-5056-300,2
20170227232409916,0
007-5765-300,2
007-4165-200,2
007-4491-200,2
20170413133629909,0
20170428165536203,0
007-6185-300,2
007-2346-100,2
007-1585-000,0
20170429221743324,0
007-4476-200,2
007-5438-300,3
007-6280-300,2
20170429202200317,0
007-3371-200,3
007-6174-300,2
007-3941-200,2
007-5520-300,3
007-6293-400,4
007-5437-300,2
007-6487-400,2
007-6215-300,2
20170609092004226,2
20170222154713751,0
20170515164805618,2
007-1429-000,0
007-6074-300,3
007-6894-400,4
007-2916-100,2
007-2625-100,1
007-3021-100,0
20170330134444958,0
007-0840-000,0
20170328082103134,0
007-2734-100,1
007-2478-100,1
20170407130352565,0
007-3150-100,2
007-5369-300,2
20170120223140633,0
007-4878-300,2
007-1754-100,2
20170208110425349,0
20170629212453597,2
007-7041-400,4
007-3874-200,2
20170208152349420,0
20170601172733736,2
007-6932-400,4
007-2210-100,2
007-6172-300,2
007-7151-400,4
20170429204308140,0
20170428145842622,0
007-4137-200,2
20170427183912177,0
007-5728-300,2
007-5793-300,2
007-6070-300,2
007-5269-300,2
20170427203324770,0
20170519093607335,2
20170420093702627,0
20170227161011636,0
007-0983-000,0
20170419193829505,0
007-3568-200,2
20170429204056381,0
20170429231939390,0
20170327100623481,0
20170228165820951,0
007-0586-000,0
20170429205031598,0
007-6212-300,2
007-4512-200,2
20170527183435821,2
007-4915-300,2
20170511083029837,2
20170415102850257,0
007-4430-200,2
007-6661-400,4
20170328080648455,0
007-6685-400,4
007-3671-200,2
20170331083148951,0
20170425160958084,0
20170413101311265,0
007-0105-000,0
007-5623-300,2
007-2172-100,1
20170430193738751,0
007-2320-100,1
007-6734-400,4
007-3650-200,2
20170425095922164,0
007-4837-300,2
007-1339-000,0
007-5907-300,2
20170323095952352,0
20170426081022674,0
20170408224936063,0
007-2493-100,0
20170413134137928,0
007-6534-400,4
007-3959-200,2
007-0821-000,0
007-7202-400,4
007-2253-100,2
007-5004-300,2
007-5388-300,2
007-5809-300,2
20170323081211173,0
007-3955-200,4
20170509163628989,2
007-6848-400,4
007-0668-000,0
20170615112649677,2
20170429224200524,0
20170429204114041,0
20170427185406501,0
20170531093300130,2
20170331090025956,0
20170427181852115,0
007-8414-603,2
20170430195620250,0
20170408212538144,0
007-2162-100,0
007-1233-000,0
007-2339-100,2
007-3964-200,2
20170427220503449,0
20170323083645071,0
007-2968-100,0
007-6129-300,2
007-6234-300,2
007-5456-300,2
20170427220204351,0
007-1919-100,0
20170210163026981,0
007-6500-400,4
20170204145939405,0
007-6719-400,4
007-6326-400,4
20170207145129242,0
20170430194811993,0
007-4119-200,2
20170429200527102,0
007-4226-200,2
007-6973-400,4
007-3462-200,2
007-0672-000,0
20170425091743217,0
007-3677-200,2
20170120220018348,0
007-4985-300,2
007-0900-000,0
007-1773-100,2
007-5640-300,2
007-3180-100,1
20170405094437613,0
007-3225-100,1
20170327164504071,0
007-2872-100,0
20170429231407736,0
20170512230840743,2
007-6503-400,4
007-6125-300,2
007-2851-100,2
007-5639-300,2
20170420184435080,0
007-3658-200,2
007-1526-000,0
20170327104153766,0
007-6515-400,4
20170429203928436,0
20170408233232742,0
20170407203129547,0
007-1111-000,0
20170213134043415,0
007-2002-100,0
007-1064-000,0
007-2576-100,2
20170621145620516,2
007-3176-100,0
20170429215559883,0
007-2500-100,1
007-1510-000,1
007-1507-000,0
007-0822-000,0
20170429213724153,0
007-3883-200,2
20170407130346724,0
20170620191909590,2
007-2830-100,1
20170228223824318,0
007-5427-300,2
007-4238-200,3
20170424083904944,0
007-2564-100,2
007-6045-300,2
007-4440-200,2
007-4664-200,2
20170424095919157,0
20170407151537746,0
007-0823-000,0
20170410103559297,0
20170223174939566,0
007-6027-300,2
20161116105730357,0
20170429212640572,0
20170331101910013,0
007-5897-300,2
20170226100606428,0
007-5219-300,2
20170509163628483,2
007-6081-300,2
20170429220911457,0
20161110115946484,0
20170608194755725,2
007-3557-200,2
007-8549-604,0
007-0254-000,0
007-7024-400,4
007-1609-000,0
007-0256-000,0
20170609184225517,2
20170120222316281,0
20170524135826866,2
007-4382-200,3
20170130111412979,0
20170428095359962,0
20170605152611082,2
20170330081632470,0
007-3389-200,2
20170228230503037,0
007-8530-604,2
20170328084550454,0
007-0567-000,0
007-4888-300,2
20170511162520718,2
20170221162251875,0
20170425160957895,0
007-6236-300,2
20170627101205507,2
007-2502-100,2
007-4048-200,2
20170228230714236,0
007-2213-100,2
007-5889-300,2
007-5959-300,2
20170405094341357,0
007-0142-000,0
20170621163946605,2
007-7174-400,4
20170226090801123,0
007-3456-200,2
007-2004-100,2
20170324083515012,0
20170430195208274,0
007-3898-200,2
007-6426-400,4
007-5624-300,2
007-0395-000,0
007-3353-200,2
20170526162358967,2
007-5273-300,2
20170429195454588,0
007-2241-100,1
007-3291-200,2
007-5239-300,2
20170424161235601,0
007-1978-100,1
20170330153038937,0
007-1299-000,0
007-2842-100,1
20170126085942092,0
007-4179-200,2
20170406105457211,0
007-1681-000,0
20170430191007590,0
007-0264-000,0
007-1665-000,0
20170518174145634,2
007-4572-200,2
20170327134056100,0
20170517104426637,2
007-6436-400,4
20170612144725880,2
20170401143447280,0
007-6659-400,4
007-5850-300,2
20170224160241060,0
20170327111056730,0
20170429221140130,0
007-2558-100,2
20170427181343721,0
20170405133141232,0
007-7343-601,2
20170301132540149,0
007-5890-300,2
007-3703-200,2
007-6624-400,4
007-3336-200,2
007-0879-000,0
007-6621-400,4
007-0454-000,0
007-8207-601,0
20170429204455668,0
007-3354-200,2
007-7429-601,0
007-4724-200,2
007-0049-000,0
20170410100151239,0
20170429204556794,0
20170427214059716,0
20170222183133649,0
20170122100707540,0
007-8478-604,0
20170417105356987,0
007-7112-400,4
007-2954-100,2
007-6166-300,2
20170213134047799,0
007-3300-200,2
007-3156-100,2
007-6285-400,4
007-3892-200,3
20170413144614969,0
20170401091022844,0
20170629083334829,2
20170323103303961,0
007-6071-300,2
20170502103235986,3
007-2673-100,2
007-0324-000,0
007-1356-000,0
20170326105022553,0
007-1624-000,0
20170612162850921,2
007-5931-300,2
20170429230712355,0
007-3388-200,2
007-0605-000,0
007-3063-100,2
007-8764-605,2
007-3307-200,2
007-2940-100,2
007-2694-100,1
007-6715-400,4
007-2082-100,2
20170323093305605,0
007-2416-100,1
007-6683-400,4
20170324075348523,0
007-5877-300,2
20170223145726061,0
20170223174136215,0
20170120222003745,0
20170612163235784,2
007-5132-300,2
20170522105704981,2
007-6337-400,4
20170608105641292,3
20170328084549088,0
20170429203336949,0
007-8466-604,0
007-0536-000,0
20170421090155675,0
007-4496-200,2
007-1736-000,0
007-2773-100,2
007-2129-100,1
007-6812-400,4
20170417200522114,0
007-4361-200,2
007-3183-100,2
007-0692-000,0
007-5724-300,2
007-0646-000,0
007-2390-100,2
007-0543-000,0
20170326095729604,0
20170425080320682,0
007-5595-300,2
20170620003233436,2
20170407155047735,0
20170427085556378,0
007-1741-000,0
007-6161-300,2
20170328083212413,0
007-5654-300,2
20170120104225590,0
007-5413-300,2
007-1602-000,0
007-7324-601,0
007-0127-000,0
20170408215653565,0
20170427182911208,0
007-0421-000,0
20170429201530314,0
20170330085147771,0
20170123171031480,0
20170505143535911,2
007-1663-000,0
007-2505-100,1
007-0370-000,0
20170629112226249,2
20170429215146617,0
20170615110902621,2
20170213091344083,0
20170227233202405,0
